PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate
08RYA,R3nr2/6pk/8/4Nq1p/3P4/1Q2PpP1/1P3P1P/5bK1 w - - 0 29,g1f1 f5b1 b3d1 b1d1,944,84,100,38,endgame mate mateIn2 short,https://lichess.org/H0tjkhBC#57,,
08RnE,r5k1/1pp3bp/p2q2p1/4p3/1PP1R1B1/1Q4P1/P5PP/6K1 b - - 3 29,h7h5 c4c5 g8h8 c5d6,1190,253,100,14,endgame master,https://lichess.org/woXiqNFz/black#58,,
08SaK,r4rk1/pp1qbppp/4pn2/3p2B1/4P3/P1NQ4/1PP2PPP/R4RK1 b - - 0 14,d5e4 d3d7 f6d7 g5e7,1278,76,100,376,advantage capturingDefender middlegame short,https://lichess.org/fKuteVyL/black#28,Queens_Pawn_Game Queens_Pawn_Game_Veresov_Attack,
08SvM,6Qk/3q2pp/pp1B2b1/2p5/6P1/3P3r/PPP5/2K1RR2 b - - 0 30,h8g8 f1f8,797,88,100,331,endgame mate mateIn1 oneMove operaMate,https://lichess.org/2avkhSsk/black#60,,
08TXc,6k1/1b2rp1R/5Q2/p1pPr3/2P3P1/8/P4PK1/1Bq5 b - - 4 39,c1g5 h7h8,1074,76,100,589,killBoxMate mate mateIn1 middlegame oneMove,https://lichess.org/H6n9P8lY/black#78,,
08Tsx,5r1k/3Q1pp1/p6p/8/1p2P1Pn/2bB3b/2P2P1P/6KR w - - 1 30,d7e7 h4f3,758,90,100,400,mate mateIn1 middlegame oneMove,https://lichess.org/uuzLC1WR#59,,
08UdG,8/6bp/6p1/1pK3P1/1Pp4P/2P3B1/8/5k2 b - - 8 49,g7c3 c5b5 c3d2 b5c4 d2b4 c4b4,939,76,100,399,bishopEndgame crushing endgame long,https://lichess.org/WVxPT9GV/black#98,,
08VCP,8/8/1B2b1k1/p6p/PbP5/1P4K1/8/3B4 w - - 4 42,g3h4 b4e1 b6f2 e1f2,1144,77,100,139,bishopEndgame endgame mate mateIn2 short,https://lichess.org/C40J2bll#83,,
08VVF,r3k2r/ppq2p2/2p1b1p1/3pP3/3Pn2b/2P2Q2/PP2B3/RN3KNR b kq - 1 17,e4g3 f3g3 h4g3 h1h8 e8e7 h8a8,2028,131,100,33,equality long middlegame skewer,https://lichess.org/o2uaLgbo/black#34,,
08VcP,6k1/6pp/2p1Q3/3p3b/3P4/2q2N2/P4KPP/8 b - - 0 30,h5f7 e6c8 f7e8 c8e8,1005,84,100,201,endgame mate mateIn2 short,https://lichess.org/VM2rsX68/black#60,,
08WLk,k2r4/pp3ppp/3Qp3/8/8/8/P4PPP/2R3K1 b - - 0 26,d8d6 c1c8,484,99,100,58,backRankMate endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/SPwOluet/black#52,,
08Wi7,3r2k1/p6p/2p3n1/5R2/5P2/2Q1PBp1/PPK3P1/5q2 w - - 0 30,f3c6 f1d1,1345,75,100,527,endgame master mate mateIn1 oneMove,https://lichess.org/dGKdVtwj#59,,
08X41,rn2kb1r/p1q1ppp1/b7/2Pp4/1P1P2np/N2BP2P/1B2NPP1/R2Q1RK1 w kq - 1 18,b4b5 c7h2,549,84,100,194,mate mateIn1 middlegame oneMove,https://lichess.org/4rxz8N4j#35,Queens_Pawn_Game Queens_Pawn_Game_Other_variations,
08XJl,8/p7/1p1Q4/5k1p/4q2P/8/PPP5/3K4 w - - 1 31,d6d3 e4d3 c2d3 f5g4,1324,75,100,324,crushing endgame queenEndgame short,https://lichess.org/5axaemV7#61,,
08XZX,4r2k/1pp2rp1/2n4p/p3P2q/P1P2p2/2Q4P/1BP2P2/1R2R1K1 b - - 0 25,e8e5 e1e5 h5e5 c3e5 c6e5 b2e5,935,76,100,611,advantage long middlegame,https://lichess.org/QTcKHHpG/black#50,,
08YEg,r3kb1r/pp3ppp/1q2p3/3Pn2P/8/2P5/PP6/RNBQKB1R w KQkq - 1 15,d1d4 e5f3 e1e2 f3d4,1053,77,100,310,crushing fork opening short,https://lichess.org/X9PNIqOV#29,Indian_Defense Indian_Defense_Spielmann-Indian,
08YdG,r2k3r/3b1p1p/6pb/3N4/p4P2/8/PPPR2PP/2K1R3 b - - 0 19,h8e8 e1e8 d7e8 d5b6,1412,76,100,263,advantage discoveredAttack discoveredCheck middlegame short,https://lichess.org/DjC3G8sJ/black#38,,
08Zb7,5rk1/b1p2rpp/p1nq4/1p2p1N1/1P2Q3/2PP3P/P4PP1/R1BR2K1 b - - 6 19,f7f2 e4h7,551,84,100,125,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/0a9XFIHd/black#38,,
08aWH,r2q1rk1/2b1nppp/p3p3/1p1bP1N1/3P4/4B1P1/5PBP/RQ1R2K1 b - - 1 18,h7h6 b1h7,946,98,100,28,mate mateIn1 middlegame oneMove,https://lichess.org/Nb6xjpS6/black#36,Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations,
08agz,1k5r/p6r/Qpnp4/1P1qp3/6B1/5N1P/2R3K1/8 b - - 0 37,c6d4 c2c8 h8c8 a6c8,1172,76,100,738,mate mateIn2 middlegame short,https://lichess.org/48V2z424/black#74,,
08bpJ,2r2r2/pp3pk1/4p2p/3p2p1/3P4/P3PQ1P/1P1q1PP1/2R2RK1 w - - 3 21,b2b4 c8c1 f1c1 d2c1,860,80,100,59,crushing endgame short,https://lichess.org/MFzqLa6r#41,,
08cVo,3r4/1p3p1k/p4Ppp/4p2P/8/5Q2/Pq4P1/5R1K b - - 0 35,d8d4 h5g6 f7g6 f6f7 d4h4 h1g1,1191,75,100,727,advancedPawn crushing endgame long,https://lichess.org/vISQmfv6/black#70,,
08dVM,8/pp6/4k2p/3p2p1/2pP2K1/P1P4P/1P6/8 b - - 0 38,b7b5 g4h5 e6f5 h5h6,1718,119,100,52,endgame equality pawnEndgame short,https://lichess.org/eAWip96Q/black#76,,
08dao,2k3nb/1b6/p1nppq2/8/2P1PNp1/3p2P1/P2Q1PB1/2KR4 w - - 0 26,d2d3 f6b2,1539,78,100,1097,master mate mateIn1 middlegame oneMove,https://lichess.org/PZzKQpAr#51,,
08dio,5R2/p2rp1k1/7p/1p3Qp1/3P1p2/1BP5/P1Pq1KPP/8 w - - 7 33,f2f3 d2e3 f3g4 e3e2 g4h3 e2h5,1728,74,100,756,endgame exposedKing long mate mateIn3,https://lichess.org/k6QBnzgk#65,,
08eGr,8/1p2k1p1/2q1bbBp/p2p4/5Q2/4P1B1/6PK/8 b - - 3 35,a5a4 f4b4 e7d7 b4f8 f6d8 g6e8 d7c8 e8c6,1670,246,100,2,endgame master masterVsMaster,https://lichess.org/XvFehKSV/black#70,,
08fit,r1b2rk1/ppp2ppp/2nq4/3p4/3P2n1/2NB1N2/PPP2PPP/R2Q1RK1 w - - 6 10,f3g5 d6h2,417,112,100,477,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/xY4AeLpW#19,French_Defense French_Defense_Exchange_Variation,
08gpo,r3q2k/1bPp2p1/pQp3pp/4r3/7B/8/PP3PPP/RN2R1K1 w - - 0 21,b1c3 e5e1 a1e1 e8e1,505,85,100,106,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/J7ez7act#41,,
08hR1,4Q3/2q2p1k/1bNp2pp/1P1b4/2p5/6BP/5PPK/8 b - - 4 34,c4c3 c6e7 c7d8 e7d5 d8e8 d5f6 h7h8 f6e8 c3c2 g3f4,2483,77,100,163,advantage endgame fork sacrifice veryLong,https://lichess.org/XwOTXDZn/black#68,,
08i9G,8/4k3/4p3/3nP3/2N2P1K/1p6/8/8 w - - 0 55,h4g4 d5e3 c4e3 b3b2 e3c4 b2b1q,927,78,100,397,advancedPawn crushing endgame knightEndgame long promotion sacrifice,https://lichess.org/frTYTiMw#109,,
08igm,r5k1/1b2rppp/1p3n2/1B1qp3/3p4/P6P/NPP1QPP1/3R1RK1 w - - 2 18,c2c4 d5g2,517,84,100,373,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/A5C3BkqL#35,Sicilian_Defense Sicilian_Defense_Lowenthal_Variation,
08ihA,1rR1kb1r/pQ1npppp/3q4/3pN2b/3P1B2/8/PP2PPPP/4KB1R b Kk - 2 12,b8c8 b7c8,544,84,100,257,mate mateIn1 middlegame oneMove,https://lichess.org/vbmeEpIl/black#24,Slav_Defense Slav_Defense_Three_Knights_Variation,
08lTd,2nqr1k1/R4p2/3p2p1/5p2/3b4/1Q2P3/5PP1/R5K1 b - - 0 28,d4a1 b3f7 g8h8 f7h7,1295,78,100,109,endgame,https://lichess.org/1mUe5NPn/black#56,,
08liU,5Qk1/R4pp1/2p3bp/8/5q2/2P3NP/P1r2PP1/4R1K1 b - - 0 23,g8f8 a7a8 f4b8 a8b8,905,75,100,230,endgame mate mateIn2 short,https://lichess.org/SDuiD0wI/black#46,,
08lqs,5k2/4bpp1/p4n1p/1p2N3/1P5q/P2Q3P/5PP1/6K1 b - - 1 30,h4e4 e5d7 f6d7 d3e4,1321,74,100,594,crushing deflection endgame short,https://lichess.org/Ywy3Rfho/black#60,,
08lx4,2R5/5q1k/2NQ4/p2p2b1/P2Pp1p1/4P1Pp/1r3P1P/5RKB w - - 3 33,c6e5 f7f2 f1f2 b2b1 c8c1 b1c1 f2f1 g5e3,1796,75,100,103,middlegame,https://lichess.org/momM2JbI#65,,
08mPy,3rr1k1/pb3R1p/1p4p1/2p5/2Pq4/3B3Q/P5PP/2B4K b - - 0 24,d4d3 h3h7,823,89,100,649,mate mateIn1 middlegame oneMove,https://lichess.org/799pTlNI/black#48,,
08mWX,1r1q1rk1/1p1bppbp/3p1np1/p2N4/2PQ4/1P2P1P1/PB3PBP/R4RK1 b - - 2 13,f6d5 d4g7,545,89,100,255,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/CI6HViBb/black#26,English_Opening English_Opening_Symmetrical_Variation,
08n7m,r1bR1knr/ppq1ppbp/6p1/1B6/4P3/4B3/P1PQ1PPP/4K2R b K - 4 16,c7d8 d2d8,510,95,100,188,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/0o8AZ0nt/black#32,Modern_Defense Modern_Defense_Other_variations,
08oLT,6rr/1k6/2n5/1p3P2/3pPq1p/1QPP4/1P4PP/R4NK1 b - - 1 28,f4f3 b3b5 b7c7 a1a7,1892,139,100,38,equality middlegame short,https://lichess.org/x1dh7F0v/black#56,,
08obd,8/4b3/4p2k/pp1pP1pP/2pP4/P1P2q2/1PQ1N2K/8 b - - 0 42,g5g4 c2g6,770,77,100,322,endgame mate mateIn1 oneMove,https://lichess.org/3n0S0Pqy/black#84,,
08rBb,8/1p4pk/p1p2r1p/q2pR3/3P4/5P1P/6P1/1Q5K b - - 1 51,f6g6 e5e6 a5a1 b1a1,1466,75,100,418,crushing endgame pin short,https://lichess.org/gHtHi5m8/black#102,,
08sWB,2r2r2/1R5p/3R2pk/N1p1p3/2P5/4b3/P5Q1/4KBq1 b - - 0 35,f8f1 g2f1 e3f2 e1e2,950,77,100,836,advantage master middlegame short,https://lichess.org/JkeiEFTJ/black#70,,
08sh9,4bR2/4r1pk/1p4q1/5Q1p/P7/6P1/1P5P/6K1 b - - 1 33,e8a4 f8h8 h7h8 f5g6,1136,178,100,14,advantage deflection endgame short,https://lichess.org/qQSouQ4B/black#66,,
08tfg,r2qkb1r/pp1n3p/4p1N1/2p4Q/8/2n5/PPP2PPP/R1B1K2R b KQkq - 0 12,h7g6 h5g6 e8e7 c1g5,1137,77,100,349,advantage middlegame short,https://lichess.org/hIiMwkHQ/black#24,Benoni_Defense Benoni_Defense_French_Benoni,
08tzj,8/6p1/4k3/3p2PP/R4K2/5P2/8/7r w - - 1 47,h5h6 h1h4 f4g3 h4a4,1182,107,100,14,endgame,https://lichess.org/elgac28x#93,,
08uwL,4Rq1k/nr4p1/pp1p3p/2pP1BbQ/1PP5/P7/5P1P/6K1 b - - 1 31,f8e8 h5e8,488,84,100,314,endgame hangingPiece kingsideAttack mate mateIn1 oneMove,https://lichess.org/PDZjFp1D/black#62,,
08vP8,1r4k1/q6p/4p1p1/3N1n2/6n1/1P6/PBPQ2PP/5R1K w - - 1 28,h2h3 f5g3,1124,76,100,290,master mate mateIn1 middlegame oneMove,https://lichess.org/M2oJBPKx#55,,
08vX3,6k1/Q5pp/4b3/4p3/5p2/5P2/P2rqBPP/r3R1K1 w - - 0 31,e1a1 d2d1 a1d1 e2d1 f2e1 d1e1,1130,75,100,824,endgame long mate mateIn3,https://lichess.org/XM5YiDLk#61,,
08vYm,2r2r1k/7p/p2p4/2p1p3/1PP1Pp2/P2P1K1P/6R1/6R1 b - - 1 28,f8g8 g2g8 c8g8 g1g8 h8g8 b4b5 a6b5 c4b5 g8f7 b5b6 f7e8 b6b7,1898,75,100,480,advancedPawn crushing endgame rookEndgame veryLong,https://lichess.org/Pnmmuwnx/black#56,,
08vbP,8/2R3pk/4Q2q/3nN2p/3Pb2P/P5P1/1P3P2/2R3K1 w - - 1 38,c7f7 h6c1 g1h2 c1h1,1043,77,100,141,hangingPiece mate mateIn2 middlegame short,https://lichess.org/iN0LF4eK#75,,
08vmA,8/8/8/6p1/3k2P1/2p4P/2K2P2/8 w - - 1 52,c2d1 d4d3 d1c1 c3c2 c1b2 d3d2,1138,77,100,821,advancedPawn crushing defensiveMove endgame long pawnEndgame,https://lichess.org/mSlCWcEH#103,,
08vyE,r3kr2/7p/p1qp1Bpn/4P3/5N2/1Q4PP/P1P4K/3R4 b q - 2 29,a8c8 b3e6,937,86,100,303,mate mateIn1 middlegame oneMove,https://lichess.org/WOO8QUIQ/black#58,,
08wBc,2rq1rk1/1b3pp1/p1nb1n1p/1p1Np1N1/1P1P3P/P3P3/2Q2PP1/R1B1K2R b KQ - 0 17,f6d5 c2h7,624,86,100,201,mate mateIn1 middlegame oneMove,https://lichess.org/UYCMrXNl/black#34,Vant_Kruijs_Opening Vant_Kruijs_Opening_Other_variations,
08wWv,2k5/ppp2ppp/1r6/8/2P3q1/N3Q1Pb/PP3P1P/R5K1 b - - 0 20,b6b2 e3e8,467,88,100,521,endgame mate mateIn1 oneMove,https://lichess.org/ikPGy6UV/black#40,,
08xP8,r6r/2qb2k1/p1p1p2p/1nPpPp1Q/3N1P2/2B4P/PP3R2/R5K1 b - - 3 28,g7h7 h5f7,830,77,100,356,epauletteMate mate mateIn1 middlegame oneMove,https://lichess.org/tWaJNMaj/black#56,,
08y6B,8/6pp/4bp2/p7/8/2k5/P3N1PP/3K4 b - - 1 49,c3d3 e2f4 d3e4 f4e6,676,83,100,253,advantage endgame fork short,https://lichess.org/jhUzyLMZ/black#98,,
08yJ4,4r1k1/1q4pp/1nn1p3/1Q1pP3/1p1P4/1P4PB/7P/R2N2K1 b - - 1 28,c6d4 b5e8,610,82,100,148,hangingPiece master mate mateIn1 middlegame oneMove,https://lichess.org/t2irxO44/black#56,,
08ycT,8/8/5p2/6pK/1R3kPP/7r/8/8 b - - 6 59,f4g3 b4b3 g3g2 b3h3 g2h3 h4g5 f6g5 h5g5,1166,90,100,90,crushing endgame rookEndgame veryLong,https://lichess.org/7b6VKFf1/black#118,,
08zi1,8/7k/4R2b/3pPp2/2pPb2P/8/R4K2/2r5 b - - 6 51,h6f4 a2a7 h7h8 e6e8,1107,75,100,309,endgame master mate mateIn2 short,https://lichess.org/pOP230KJ/black#102,,
08zmy,4r1k1/ppq2p2/2p2Qp1/6Np/2P5/6RP/PP3PP1/6K1 w - - 4 27,g3f3 e8e1,830,77,100,91,endgame mate mateIn1 oneMove,https://lichess.org/V0GFw2yP#53,,
08zpl,2rr2k1/p1R3bp/1p4p1/1P1q4/P4Q2/6P1/3R1P1P/6K1 b - - 0 38,d5d2 f4f7 g8h8 f7g7,1130,77,100,366,endgame mate mateIn2 short,https://lichess.org/meyJ8v1A/black#76,,
090Fl,r2r2k1/1pq2ppp/p3b3/5p2/1b1B1P2/2N3Q1/PPP3PP/3R1RK1 b - - 3 20,b4c5 g3g7,635,85,100,293,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/ZyqGOzjv/black#40,,
090Nr,6k1/1b3qb1/3p1r2/2pPp3/1pP1P1Q1/5PRP/1P4P1/6K1 b - - 0 31,f7e8 g4g7,511,87,100,287,endgame master mate mateIn1 oneMove,https://lichess.org/mnAoYgSV/black#62,,
0918R,r3r2k/5p1p/p7/2p5/P4P2/3pp1R1/1PR4P/4B1K1 w - - 0 37,c2c5 d3d2 e1d2 e3d2,1065,78,100,127,advancedPawn crushing endgame master short trappedPiece,https://lichess.org/zoginFc4#73,,
091Hn,6k1/R5pp/5p2/8/1rpPNn2/7P/5PP1/5K2 w - - 0 31,g2g3 b4b1,598,83,100,292,endgame master mate mateIn1 oneMove,https://lichess.org/PVao5ngf#61,,
091JW,6k1/5p1p/2n3q1/pQp5/8/2P3pP/PP3P1K/3R4 w - - 0 30,f2g3 g6c2 h2g1 c2d1,909,77,100,237,advantage endgame fork short,https://lichess.org/mEUSoa0S#59,,
092Rm,q4rk1/p3ppbp/1p1p1np1/2p1n1B1/2P5/1QNP1NPb/PP2PP1P/R3R1K1 w - - 4 14,f3e5 a8g2,851,85,100,75,middlegame,https://lichess.org/c9t3BvrR#27,English_Opening English_Opening_Great_Snake_Variation,
0934U,8/3k4/3p2R1/pp1p4/3P3r/P1P3P1/1P4r1/2K1R3 w - - 0 31,e1e6 h4h1 e6e1 h1e1,1043,79,100,344,endgame mate mateIn2 rookEndgame short,https://lichess.org/a4F1heL5#61,,
0935i,r4rk1/pb3p1p/5p2/3qp3/8/3B4/PP1Q1PPP/2R2RK1 w - - 0 17,d3h7 g8h7 d2d5 b7d5,725,78,100,411,advantage hangingPiece middlegame short,https://lichess.org/DgsYQZgr#33,Sicilian_Defense Sicilian_Defense_Lowenthal_Variation,
093T4,8/5bp1/3k4/1r3N1p/4PK1P/5P2/6P1/8 b - - 3 43,d6e6 f5d4 e6f6 d4b5,1144,76,100,183,crushing endgame fork master short,https://lichess.org/4F1CQkZy/black#86,,
093y7,8/1k1q1ppp/2r2n2/3p4/5P2/R6P/1P2Q1P1/6K1 b - - 6 34,f6e4 e2b5 b7c7 a3a7 c7d8 a7d7,1421,80,100,65,endgame,https://lichess.org/apzGVCTz/black#68,,
093zu,3r2k1/1p1r1p1p/1Rq3p1/p1P1b3/2R1P3/P4Q1P/5PP1/6K1 w - - 2 27,b6c6 d7d1 f3d1 d8d1,453,103,100,114,endgame mate mateIn2 short,https://lichess.org/NnAvj22y#53,,
094Ce,2k4r/1pp3b1/p2qPnQ1/6B1/P3p3/2PP4/1P3PP1/R4RK1 w - - 0 25,g6g7 d6h2,616,94,100,305,mate mateIn1 middlegame oneMove,https://lichess.org/nWjuQwZo#49,,
0955R,8/1r2k3/R3p3/4Kp1p/3pbBpP/P3P1P1/8/8 w - - 0 76,e3d4 b7b5 d4d5 b5d5,559,85,100,385,endgame epauletteMate mate mateIn2 operaMate short,https://lichess.org/riXcJEAW#151,,
095Ky,2r5/1rpbqpbk/3p4/1p1P2p1/pP1NPPPp/P6P/2RQ2BK/2R5 w - - 0 30,f4g5 e7e5 h2h1 e5d4,1476,76,100,333,advantage master middlegame short,https://lichess.org/cHcJTJAU#59,,
095ue,r7/7k/6qp/p2Q4/N7/P7/1B2n1PP/7K w - - 5 37,d5a8 g6b1 b2c1 b1c1,869,80,100,228,backRankMate endgame mate mateIn2 short,https://lichess.org/ua0pz8aZ#73,,
097S5,5rQk/pp1R2pp/2n2b1N/2p5/4r3/6P1/Pq2PP1P/5RK1 b - - 1 22,f8g8 h6f7,917,77,100,621,mate mateIn1 middlegame oneMove smotheredMate,https://lichess.org/E2FzZox3/black#44,,
097U6,8/2Q5/4prkq/3p4/5P2/8/6R1/6K1 b - - 12 42,g6f5 c7e5,1153,75,100,320,endgame mate mateIn1 oneMove,https://lichess.org/IUOxwUyA/black#84,,
097uQ,5R2/3R4/1p4k1/p6p/P2P4/3rp3/6PP/6K1 w - - 0 34,f8e8 d3d1,557,84,100,170,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/kcDxwPTY#67,,
097uv,5r1k/7p/1pp1n3/p3Pp2/2q4P/3p1Q2/P3RP1K/3N2R1 w - - 0 36,e2d2 c4h4 f3h3 h4f4 g1g3 f4d2,1599,75,100,277,advantage exposedKing fork long middlegame,https://lichess.org/WG6LxxSJ#71,,
098RM,rnbqkbnr/ppppp2p/6p1/5P2/8/8/PPPPBPPP/RNBQK1NR b KQkq - 1 3,g6f5 e2h5,634,84,100,424,bodenMate mate mateIn1 oneMove opening,https://lichess.org/tHnfMjEC/black#6,Duras_Gambit Duras_Gambit_Other_variations,
098lY,r2q1rk1/p2n1b1p/3pN1p1/2pP1p2/1pP1p3/1P2P1P1/PQ1R1PBP/3R2K1 b - - 9 21,d8e7 b2g7,903,106,100,45,mate mateIn1 middlegame oneMove,https://lichess.org/mvuYHgQe/black#42,,
0990l,6k1/2R5/p2r1pKp/1pp2P2/6P1/1P5P/r7/8 b - - 1 42,a2h2 c7c8 d6d8 c8d8,1062,76,100,413,endgame mate mateIn2 rookEndgame short,https://lichess.org/q97y1J5G/black#84,,
099Zd,2k4r/ppp1n3/4Np2/4n1q1/4P2p/6P1/PPPR1P2/3R2K1 b - - 1 24,g5g4 d2d8 h8d8 d1d8,538,95,100,289,mate mateIn2 middlegame queensideAttack short,https://lichess.org/ES7EkJKj/black#48,,
099hE,r1b1nr2/5k1p/2qppbpP/pN6/1pn1P3/1B2B2Q/PPP1NP2/2KR3R w - - 2 21,b3c4 c6c4 b5d6 e8d6,1152,75,100,456,advantage fork middlegame short,https://lichess.org/cKqaTQ9f#41,,
099n7,r6k/7P/pq1p2pP/1p1bn3/4p2b/P3B3/1PPQ2B1/5K1R b - - 0 25,e5c4 d2c3 c4e5 e3b6,1754,75,100,389,advantage master middlegame short,https://lichess.org/Cq8Hi4Iu/black#50,,
099qI,rn5k/pbp3pp/1p1r2q1/5p2/8/1QP1PN2/P3BPPP/R4RK1 w - - 0 16,f3e5 g6g2,937,93,100,58,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/pHM6behK#31,Dutch_Defense Dutch_Defense_Queens_Knight_Variation,
09A0E,5r2/4Rpk1/3p2p1/1Q1P3p/4P3/5P1P/PP1q1PK1/8 w - - 1 33,b5b3 d2g5 g2h2 g5e7,1047,76,100,220,advantage endgame fork short,https://lichess.org/nvmjxoYG#65,,
09Ah4,2rr4/6kb/p1B2p1p/1p2p3/1P1PPpP1/2P2K1P/4RP2/R7 w - - 1 36,d4d5 c8c6 d5c6 d8d3 e2e3 f4e3,1881,99,100,63,endgame equality long sacrifice,https://lichess.org/ENceVNk4#71,,
09B5B,5rk1/p3R1pp/1pq5/2p5/8/P1P2PQ1/1P4KP/8 b - - 14 38,a7a5 g3g7,756,84,100,231,endgame mate mateIn1 oneMove,https://lichess.org/MnsjIOvu/black#76,,
09BPn,8/8/p2k4/1p1p1p1p/1P2p2P/P2KPPP1/8/8 w - - 0 35,f3e4 f5e4 d3d4 d6e6 d4c5 e6e5,2252,77,100,327,crushing defensiveMove endgame long pawnEndgame,https://lichess.org/iNkQWn0l#69,,
09BUS,2qr1k2/p4p2/bp3b2/2pp1p1Q/2nP4/2P1P1P1/PP3RBP/R6K b - - 1 22,c4e3 h5h6 f6g7 h6e3,1363,77,100,266,advantage fork middlegame short,https://lichess.org/SI3FPVfs/black#44,,
09Bft,8/7p/8/8/5p1k/5P2/6PK/8 w - - 3 51,h2h1 h4g3 h1g1 h7h5,1035,76,100,241,crushing defensiveMove endgame master masterVsMaster pawnEndgame short zugzwang,https://lichess.org/h5gumOzu#101,,
09Bh9,8/8/3k3p/p2N4/2p5/2P4P/P5P1/2b3K1 w - - 2 38,d5b6 c1e3 g1h2 e3b6,1051,140,100,15,crushing endgame fork short,https://lichess.org/hTjHKd1d#75,,
09Bs6,r3r1k1/pp3pp1/7p/2pN4/3pP1b1/PB1P1q2/1PPQ1P2/R3K1R1 w Q - 1 19,d5c7 e8e4 d3e4 f3e4 d2e3 d4e3,1445,75,100,1546,crushing long middlegame sacrifice,https://lichess.org/r0VIpFF0#37,,
09Btc,1R4nr/p2k1pp1/3p3p/8/4n3/B1p1KN2/P4PPP/8 w - - 0 22,e3e4 g8f6 e4d3 h8b8,1113,76,100,164,advantage discoveredAttack endgame short,https://lichess.org/MpkI4G6Y#43,,
09CoQ,1r1q1rk1/4bp1p/b3p1p1/p1BpP2N/P4PQ1/1P5R/1P4PP/R6K b - - 0 22,e7c5 h5f6 d8f6 e5f6,982,76,100,367,advantage kingsideAttack master middlegame short,https://lichess.org/dtN7P3zN/black#44,,
09EHY,r1b2rkR/1p4p1/1q2p1P1/3pn3/1p1P4/P7/6P1/R1BQK3 b Q - 1 21,g8h8 d1h5 h8g8 h5h7,1012,75,100,278,fork mate mateIn2 middlegame short,https://lichess.org/7B7U8PqG/black#42,,
09EXl,r7/pp1Q2pk/2p4p/2Pp1rq1/4p3/1P2PbP1/PB3P1P/2R2RK1 b - - 10 23,g5h5 d7g7,898,77,100,89,mate mateIn1 middlegame oneMove,https://lichess.org/cfezKTks/black#46,,
09Eh7,1r2r1kb/2q1Bp1p/3R2B1/p7/5P2/1Pp4P/P1Q3R1/1K6 b - - 0 33,h7g6 d6g6 f7g6 c2g6 h8g7 g6g7,2112,79,100,538,long mate mateIn3 middlegame sacrifice,https://lichess.org/xEQfCzOh/black#66,,
09FOG,1q3rk1/4rppp/2R1p3/1B1p4/P2P2n1/4Pb1P/4QPP1/2R3K1 w - - 0 26,g2f3 b8h2 g1f1 h2h1,918,81,100,207,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/17HxFS9Z#51,,
09Ff3,7r/p1Rk3P/4p3/4P3/1b3P2/4p3/P2nq3/K1R5 b - - 2 40,d7d8 c7c8 d8e7 c1c7,1616,75,100,574,endgame mate mateIn2 short,https://lichess.org/nKbg7WmE/black#80,,
09Fpl,r2q1rk1/ppp3b1/2npbNQ1/4p1Np/3P3P/2P1P3/PP2BPP1/R3K2R b KQ - 0 14,d8f6 g6h7,806,77,100,145,mate mateIn1 middlegame oneMove,https://lichess.org/VeT0bZY6/black#28,Indian_Defense Indian_Defense_Other_variations,
09FtK,r3k2r/1pQ2p2/p1b1pPp1/Bq3nNp/3p1P2/1P1P4/P5PP/R4RK1 b kq - 6 23,b5d5 c7f7,1285,75,100,1463,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/2ukOueD3/black#46,,
09GVA,7r/5pk1/3R2p1/3P4/2P1P3/2q3p1/6P1/r2N1RK1 w - - 0 35,d1c3 h8h1 g1h1 a1f1,1417,76,100,939,attraction deflection endgame mate mateIn2 short,https://lichess.org/vSjxTynt#69,,
09GfS,rnbqk2r/pp3p1p/4pp2/8/1bBp3B/2N5/PP3PPP/R2QK1NR b KQkq - 0 9,d4c3 d1d8 e8d8 h4f6,1673,75,100,115,opening,https://lichess.org/s9rEyvwJ/black#18,Queens_Gambit_Declined Queens_Gambit_Declined_Modern_Variation,
09HTT,3r3k/pb4p1/1pq3np/4Pp2/2BP1P2/4n2P/PP2Q1P1/2R2RK1 w - - 0 25,e2e3 c6g2,962,101,100,34,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/boG52uHf#49,,
09HWB,5rk1/p5p1/6Rp/3p2qP/2bP2r1/2P2P2/P4RQ1/6K1 w - - 0 32,f3g4 g5e3 g6e6 e3e6 f2f8 g8f8,2285,80,100,61,crushing endgame long,https://lichess.org/sfSZ59KY#63,,
09I5K,4r1k1/1pb2ppp/p1n5/3Bp3/5P2/2P3B1/PP4PP/2K1R3 b - - 0 23,e5f4 e1e8,837,88,100,214,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/kzLfWWCB/black#46,,
